"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"INBKL","First Internet Bancorp","24.5299","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbkl",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","29.0813","2908188.1626","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","28.73","34476057.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","23.4255","8198971.851","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"FCAN","First Trust Canada AlphaDEX Fund","23.57","7071047.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcan",
"FCEF","First Trust CEF Income Opportunity ETF","19.67","2065350","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","20.5808","4116201.1616","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fca",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","33.83","6766067.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdts",
"FDEU","First Trust Dynamic Europe Equity Income Fund","15.13","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/fdeu",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","42.7468","14961465.4936","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/femb",
"FEUZ","First Trust Eurozone AlphaDEX ETF","31.77","6354063.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feuz",
"FTHI","First Trust High Income ETF","19.8465","5953989.693","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fthi",
"FHK","First Trust Hong Kong AlphaDEX Fund","34.83","8707569.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhk",
"FTAG","First Trust Indxx Global Agriculture ETF","21.77","4134732.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","10.764","10764021.528","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftri",
"FPXI","First Trust International IPO ETF","26.92","2692053.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpxi",
"YDIV","First Trust International Multi-Asset Diversified Income Index","16.5128","12384633.0256","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ydiv",
"FTLB","First Trust Low Beta Income ETF","20.1382","4027680.2764","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftlb",
"FMK","First Trust Mega Cap AlphaDEX Fund","26.8601","14773108.7202","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmk",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","29.122","46595258.244","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnk",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","19.33","1933038.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcef",
"FTXO","First Trust Nasdaq Bank ETF","21.254","2125442.508","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxo",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","38.07","15228076.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"FTXG","First Trust Nasdaq Food & Beverage ETF","19.78","1978039.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","34","22100068","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","20","2000040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","19.19","1919038.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","19.77","1977039.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxd",
"RDVY","First Trust NASDAQ Rising Dividend Achievers ETF","22.24","34472044.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rdvy",
"FTXL","First Trust Nasdaq Semiconductor ETF","19.96","1996039.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxl",
"FONE","First Trust NASDAQ Smartphone Index Fund","40.406","10101580.812","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"FTXR","First Trust Nasdaq Transportation ETF","20.21","2021040.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftxr",
"AIRR","First Trust RBA American Industrial Renaissance ETF","19.26","21186038.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","21.4816","22555722.9632","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qinc",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","52.29","26145104.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","51.5332","25766703.0664","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","56.42","5642112.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","51.745","25872603.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rfeu",
"FKO","First Trust South Korea AlphaDEX Fund","23.13","19660546.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","25.49","7647050.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","50.21","15063100.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"FTW","First Trust Taiwan AlphaDEX Fund","32.26","3226064.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftw",
"TUSA","First Trust Total US Market AlphaDEX ETF","25.6382","10255331.2764","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","31.66","30077063.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fku",
"BDL","Flanigan&#39;s Enterprises, Inc.","23.05","42841813.35","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","1.7701","20244617.7691","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","51.57","36099051.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","54.82","13705054.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","24.68","40722024.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","25.7499","1287520.7499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","75.94","7594075.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","50.3599","5036040.3599","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","26.3499","6587501.3499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qlc",
"FES","Forbes Energy Services Ltd","0.1096","2434748.108","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FH","FORM Holdings Corp.","3.07","48389561.04","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fh",
"FORD","Forward Industries, Inc.","1.08","9485095.68","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FRD","Friedman Industries Inc.","5.21","35425103.24","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/frd",
"FTRPR","Frontier Communications Corporation","86.4","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftrpr",
"FSBC","FSB Bancorp, Inc.","12.7501","24756716.1688","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsbc",
"FTEK","Fuel Tech, Inc.","1.29","30245385.15","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/ftek",
"FORK","Fuling Global Inc.","1.85","29105670.75","n/a","2015","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/fork",
"FULLL","Full Circle Capital Corporation","25.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fulll",
"FLL","Full House Resorts, Inc.","1.6101","32233983.0264","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"FNCX","Function(x) Inc.","4.1254","12608678.6662","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fncx",
"FSNN","Fusion Telecommunications International, Inc.","1.3","19485351.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fsnn",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","0.47","6139375","n/a","2006","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ffhl",
"FXCM","FXCM Inc.","7.65","42859576.35","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fxcm",
"GALT","Galectin Therapeutics Inc.","0.7692","22522678.2876","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALTU","Galectin Therapeutics Inc.","2.14","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtu",
"GALTW","Galectin Therapeutics Inc.","0.1113","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtw",
"GLMD","Galmed Pharmaceuticals Ltd.","3.6201","40193076.1353","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glmd",
"GMTA","GATX Corporation","25.49","0","n/a","2016","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/gmta",
"JOB","GEE Group Inc.","4.8","45018681.6","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/job",
"GNK","Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ","6.47","47583285.03","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gnk",
"GEH","General Electric Capital Corporation","26.38","0","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/geh",
"GEK","General Electric Capital Corporation","26.1","0","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/gek",
"GEB","General Electric Company","25.97","0","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/geb",
"GFNCP","General Finance Corporation","89.71","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","24.81","0","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/gfnsl",
"GMO","General Moly, Inc","0.2399","21817285.1952","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gmo",
"GENE","Genetic Technologies Ltd","1.48","12704586.4","8584180","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNVC","GenVec, Inc.","0.3201","7277894.7516","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gnvc",
"GTWN","Georgetown Bancorp, Inc.","25.6","47127552","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gtwn",
"GEVO","Gevo, Inc.","0.4004","35845010.4012","n/a","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"GIGM","GigaMedia Limited","2.52","27851632.2","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIGA","Giga-tronics Incorporated","0.92","8785726.76","n/a","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GOODM","Gladstone Commercial Corporation","25.4","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodm",
"GOODO","Gladstone Commercial Corporation","25.328","29127200","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
"GOODP","Gladstone Commercial Corporation","25.8139","25813900","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodp",
"GAINM","Gladstone Investment Corporation","25.262","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainm",
"GAINN","Gladstone Investment Corporation","26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainn",
"GAINO","Gladstone Investment Corporation","25.79","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gaino",
"LANDP","Gladstone Land Corporation","25.817","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/landp",
"GLBZ","Glen Burnie Bancorp","10.0001","27800528.0025","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/glbz",
"GBLIZ","Global Indemnity plc","26.1","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbliz",
"GPACU","Global Partner Acquisition Corp.","10.05","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/gpacu",
"GPACW","Global Partner Acquisition Corp.","0.2899","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/gpacw",
"SELF","Global Self Storage, Inc.","5.17","38344680.22","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/self",
"KRMA","Global X Conscious Companies ETF","15.12","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krma",
"FINX","Global X FinTech Thematic ETF","15.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/finx",
"ACTX","Global X Guru Activist ETF","13.545","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/actx",
"BFIT","Global X Health & Wellness Thematic ETF","15.1459","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfit",
"SNSR","Global X Internet of Things Thematic ETF","14.73","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snsr",
"LNGR","Global X Longevity Thematic ETF","15.3048","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lngr",
"MILN","Global X Millennials Thematic ETF","15.46","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/miln",
"QQQC","Global X NASDAQ China Technology ETF","23.7621","19009680","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqqc",
"BOTZ","Global X Robotics & Artificial Intelligence Thematic ETF","15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/botz",
"CATH","Global X S&P 500 Catholic Values ETF","25.94","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cath",
"ALTY","Global X SuperDividend Alternatives ETF","15.0829","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alty",
"SRET","Global X SuperDividend REIT ETF","14.401","2880200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sret",
"YLCO","Global X Yieldco Index ETF","11.24","2810000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ylco",
"GLBS","Globus Maritime Limited","1.82","4695214.16","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GLOW","Glowpoint, Inc.","0.39","13983450","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/glow",
"GTIM","Good Times Restaurants Inc.","3.1","38076137.5","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/gtim",
"GMAN","Gordmans Stores, Inc.","0.8","15782094.4","n/a","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/gman",
"GRSHU","Gores Holdings, Inc.","13.01","0","n/a","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/grshu",
"GRSHW","Gores Holdings, Inc.","1.35","0","n/a","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/grshw",
"GOVNI","Government Properties Income Trust","25.58","0","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/govni",
"GPIAU","GP Investments Acquisition Corp.","11.0389","0","n/a","2015","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gpiau",
"GPIAW","GP Investments Acquisition Corp.","0.42","0","n/a","2015","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gpiaw",
"GRVY","GRAVITY Co., Ltd.","4.55","7448177.1","1636962","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grvy",
"GEC","Great Elm Capital Group, Inc. ","3.8","35973346","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gec",
"GTYHU","GTY Technology Holdings, Inc.","10.05","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/gtyhu",
"GLF","GulfMark Offshore, Inc.","1.35","36228972.6","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/glf",
"GYRO","Gyrodyne , LLC","18.44","27340619.2","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/gyro",
"HK","Halcon Resources Corporation","9.65","34808283.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HBK","Hamilton Bancorp, Inc.","13.5","46084221","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk",
"HBHCL","Hancock Holding Company","26.1","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhcl",
"HRMNU","Harmony Merger Corp.","10.15","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmnu",
"HRMNW","Harmony Merger Corp.","0.257","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmnw",
"TINY","Harris & Harris Group, Inc.","1.35","41689119.15","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/tiny",
"HGH","Hartford Financial Services Group, Inc. (The)","31.39","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hgh",
"HCAPL","Harvest Capital Credit Corporation","25.4952","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcapl",
"HCJ","HCI Group, Inc.","25.6133","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hcj",
"HTBX","Heat Biologics, Inc.","1.37","26702694.66","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/htbx",
"HMNY","Helios and Matheson Analytics Inc","6.6","15380890.8","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny",
"HEB","Hemispherx BioPharma, Inc.","1.02","21159153.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/heb",
"HCACU","Hennessy Capital Acquisition Corp. II","10.07","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. II","0.28","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacw",
"HTGX","Hercules Capital, Inc.","25.5999","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/htgx",
"HTGY","Hercules Capital, Inc.","25.518","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htgy",
"HTGZ","Hercules Capital, Inc.","25.3554","0","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgz",
"HGG","HHGregg, Inc.","1.73","48091152.42","n/a","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg",
"HPJ","Highpower International Inc","2.85","43039785.15","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","4","15207496","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HSGX","Histogenics Corporation","2.4853","32990883.7171","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx",
"HMG","HMG/Courtland Properties, Inc.","10.71","10735618.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hmg",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","24","47057256","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"CETC","Hongli Clean Energy Technologies Corp.","2.38","5702532.36","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cetc",
"HH","Hooper Holmes, Inc.","0.9584","8352107.1424","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hh",
"HPTRP","Hospitality Properties Trust","25.505","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hptrp",
"HUSA","Houston American Energy Corporation","0.185","9527377.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/husa",
"HOVNP","Hovnanian Enterprises Inc","4.6","23000000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HSEA","HSBC Holdings plc","27.13","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","26.15","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HTGM","HTG Molecular Diagnostics, Inc.","2.34","16499239.38","n/a","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/htgm",
"HBANN","Huntington Bancshares Incorporated","25.85","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbann",
"HBANP","Huntington Bancshares Incorporated","1449.5","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HDRAR","Hydra Industries Acquisition Corp.","0.44","0","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdrar",
"HDRAU","Hydra Industries Acquisition Corp.","12.78","0","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdrau",
"HDRAW","Hydra Industries Acquisition Corp.","0.46","0","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdraw",
"IKGH","Iao Kun Group Holding Company Limited","0.275","17174787.85","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh",
"IBKCO","IBERIABANK Corporation","26.74","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","27.2194","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp",
"IBIO","iBio, Inc.","0.51","45445799.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","153.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibo",
"INVE","Identiv, Inc.","1.97","21580977.67","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IEC","IEC Electronics Corp.","3.6006","36994015.4418","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/iec",
"IRG","Ignite Restaurant Group, Inc.","0.4","10516266.4","n/a","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg",
"IKNX","Ikonics Corporation","10.8003","21803138.0259","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ISNS","Image Sensing Systems, Inc.","3.7","18685188.7","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMN","Imation Corporation","0.57","21168356.19","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/imn",
"ICCC","ImmuCell Corporation","5.63","23532521.72","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMNP          ","Immune Pharmaceuticals Inc.","0.2553","20214345.3423","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp",
"IMUC","ImmunoCellular Therapeutics, Ltd.","0.094","12026905.388","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imuc",
"IMMY","Imprimis Pharmaceuticals, Inc.","2.72","35851444.16","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"IOT","Income Opportunity Realty Investors, Inc.","7.65","31886837.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iot",
"IGC","India Globalization Capital Inc.","0.4193","9823648.4591","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/igc",
"IDSA","Industrial Services of America, Inc.","1.24","10003438.36","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/idsa",
"IFON","InfoSonics Corp","0.64","9208785.92","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"INZ","ING Group, N.V.","26.09","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/inz",
"ISF","ING Group, N.V.","25.81","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.73","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.8","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isp",
"IHT","InnSuites Hospitality Trust","2.1","19652732.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iht",
"ISIG","Insignia Systems, Inc.","2.17","25270155.61","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"NSPR","InspireMD, Inc.","1.71","81729.45","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nspr",
"IFMI","Institutional Financial Markets, Inc.","1.04","12588765.28","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ifmi",
"IDN","Intellicheck Mobilisa, Inc.","1.61","16412402.79","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","3.5501","30996984.5799","n/a","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ins",
"IMI","Intermolecular, Inc.","0.9674","47906642.4872","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"IDXG","Interpace Diagnostics Group, Inc.","0.13","2361147.23","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/idxg",
"INTX","Intersections, Inc.","1.75","41446322.75","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
